Protein,Localization
MED25,Nuclear
MED29,Nuclear
MED4,Nuclear
MED6,Nuclear
MED8,Nuclear
MED9,Nuclear
MEF2D,Nuclear
MEMO1,Cytosol
MEN1,Nuclear
MEPCE,Nuclear
METAP1,Cytosol
METAP2,Cytosol
METTL1,Nuclear
METTL13,Cytosol
METTL14,Nuclear
METTL2B,Cytosol
METTL3,Nuclear
METTL7A,Secretory
MEX3A,Nuclear
MEX3D,Cytosol
MFAP1,Nuclear
MFF,Mitochondria
MFGE8,Secretory
MFN1,Mitochondria
MFN2,Mitochondria
MGA,Nuclear
MGLL,Cytosol
MGMT,Cytosol
MGRN1,Secretory
MGST3,Mitochondria
MIA3,Secretory
MIB1,Nuclear
MICAL1,Cytosol
MICAL2,Secretory
MICAL3,Cytosol
MICALL1,Cytosol
MIER1,Nuclear
MIF,Cytosol
MIF4GD,Cytosol
MINK1,Nuclear
MINPP1,Secretory
MIOS,Nuclear
MIPEP,Mitochondria
MKI67,Nuclear
MKLN1,Cytosol
MKRN1,Nuclear
MKRN2,Cytosol
MLEC,Secretory
MLF2,Nuclear
MLH1,Nuclear
MLKL,Cytosol
MLLT1,Nuclear
MLPH,Cytosol
MLST8,Cytosol
MLYCD,Mitochondria
MMAA,Mitochondria
MMAB,Mitochondria
MMS19,Cytosol
MNAT1,Nuclear
MOB2,Cytosol
MOCS2,Cytosol
MOCS3,Cytosol
MOGS,Secretory
MON1B,Cytosol
MON2,Cytosol
MORC2,Nuclear
MORC3,Nuclear
MORF4L1,Nuclear
MORF4L2,Nuclear
MOV10,Nuclear
MPDZ,Secretory
MPG,Nuclear
MPHOSPH10,Nuclear
MPHOSPH6,Nuclear
MPHOSPH8,Nuclear
MPI,Cytosol
MPRIP,Secretory
MPST,Cytosol
MRC2,Secretory
MRFAP1,Nuclear
MRI1,Cytosol
MRPL1,Secretory
MRPL11,Secretory
MRPL13,Secretory
MRPL14,Mitochondria
MRPL15,Secretory
MRPL16,Secretory
MRPL17,Secretory
MRPL18,Secretory
MRPL19,Secretory
MRPL2,Secretory
MRPL20,Secretory
MRPL21,Secretory
MRPL22,Secretory
MRPL23,Secretory
MRPL24,Secretory
MRPL27,Secretory
MRPL28,Secretory
MRPL3,Secretory
MRPL32,Secretory
MRPL37,Secretory
MRPL38,Secretory
MRPL39,Secretory
MRPL40,Secretory
MRPL41,Secretory
MRPL42,Secretory
MRPL43,Secretory
MRPL44,Secretory
MRPL45,Secretory
MRPL46,Secretory
MRPL47,Secretory
MRPL48,Secretory
MRPL49,Secretory
MRPL50,Secretory
MRPL52,Secretory
MRPL53,Secretory
MRPL54,Secretory
MRPL55,Secretory
MRPL9,Secretory
MRPS10,Secretory
MRPS11,Secretory
MRPS12,Secretory
MRPS14,Secretory
MRPS16,Secretory
MRPS18A,Secretory
MRPS18B,Secretory
MRPS2,Secretory
MRPS22,Secretory
MRPS23,Secretory
MRPS24,Secretory
MRPS25,Secretory
MRPS26,Secretory
MRPS27,Secretory
MRPS28,Secretory
MRPS30,Secretory
MRPS31,Secretory
MRPS33,Secretory
MRPS34,Secretory
MRPS35,Secretory
MRPS36,Secretory
MRPS5,Secretory
MRPS6,Secretory
MRPS7,Secretory
MRPS9,Secretory
MRRF,Mitochondria
MRTO4,Nuclear
MSH2,Nuclear
MSH3,Nuclear
MSH6,Nuclear
MSI2,Nuclear
MSL1,Nuclear
MSN,Secretory
MSRA,Cytosol
MSTO1,Cytosol
MTA1,Nuclear
MTA2,Nuclear
MTA3,Nuclear
MTCH2,Mitochondria
MTDH,Secretory
MTFR1,Mitochondria
MTHFD1,Cytosol
MTHFD1L,Mitochondria
MTHFR,Cytosol
MTHFS,Cytosol
MTHFSD,Nuclear
MTIF2,Mitochondria
MTIF3,Mitochondria
MTM1,Cytosol
MTMR1,Cytosol
MTMR12,Cytosol
MTMR14,Cytosol
MTMR2,Cytosol
MTMR3,Cytosol
MTMR6,Cytosol
MTMR9,Cytosol
MTOR,Cytosol
MTPAP,Mitochondria
MTR,Cytosol
MTRR,Cytosol
MTSS1,Cytosol
MTUS1,Secretory
MTX1,Mitochondria
MTX2,Mitochondria
MTX3,Mitochondria
MUC1,Secretory
MUC5B,Secretory
MVD,Cytosol
MVK,Cytosol
MVP,Nuclear
MXRA7,Secretory
MYBBP1A,Nuclear
MYCBP,Cytosol
MYD88,Cytosol
MYEF2,Nuclear
MYH10,Cytosol
MYH14,Cytosol
MYH9,Cytosol
MYL6,Cytosol
MYL6B,Cytosol
MYL9,Cytosol
MYLK,Cytosol
MYO19,Mitochondria
MYO1B,Secretory
MYO1C,Secretory
MYO1D,Secretory
MYO1E,Cytosol
MYO5A,Cytosol
MYO5B,Secretory
MYO5C,Secretory
MYO6,Cytosol
MYO9B,Cytosol
MYOF,Secretory
N4BP1,Cytosol
N4BP2L2,Nuclear
N6AMT1,Cytosol
NAA10,Cytosol
NAA15,Cytosol
NAA16,Cytosol
NAA20,Cytosol
NAA25,Cytosol
NAA30,Cytosol
NAA35,Cytosol
NAA50,Cytosol
NAAA,Secretory
NAB2,Nuclear
NACA,Cytosol
NACC1,Nuclear
NADK,Cytosol
NADSYN1,Cytosol
NAE1,Cytosol
NAGA,Nuclear
NAGK,Cytosol
NAMPT,Cytosol
NANP,Cytosol
NANS,Cytosol
NAP1L1,Cytosol
NAP1L4,Cytosol
NAPB,Cytosol
NAPG,Cytosol
NARS2,Mitochondria
NASP,Nuclear
NAT1,Cytosol
NAT10,Nuclear
NAV1,Cytosol
NBAS,Secretory
NBEA,Cytosol
NBEAL1,Cytosol
NBEAL2,Cytosol
NBN,Nuclear
NCALD,Cytosol
NCAPD2,Cytosol
NCAPD3,Nuclear
NCAPG,Cytosol
NCAPH,Cytosol
NCBP1,Nuclear
NCBP2,Nuclear
NCCRP1,Cytosol
NCDN,Cytosol
NCEH1,Secretory
NCK1,Cytosol
NCK2,Cytosol
NCKAP1,Cytosol
NCKIPSD,Cytosol
NCL,Nuclear
NCLN,Secretory
NCOA1,Cytosol
NCOA2,Nuclear
NCOA3,Nuclear
NCOA5,Nuclear
NCOA6,Nuclear
NCOA7,Cytosol
NCOR1,Nuclear
NCOR2,Nuclear
NCSTN,Secretory
NDE1,Cytosol
NDEL1,Cytosol
NDOR1,Cytosol
NDRG1,Cytosol
NDRG2,Cytosol
NDRG3,Cytosol
NDUFA10,Mitochondria
NDUFA11,Mitochondria
NDUFA12,Mitochondria
NDUFA2,Mitochondria
NDUFA3,Mitochondria
NDUFA4,Mitochondria
NDUFA5,Mitochondria
NDUFA6,Mitochondria
NDUFA8,Mitochondria
NDUFA9,Mitochondria
NDUFAF1,Mitochondria
NDUFAF2,Mitochondria
NDUFAF3,Mitochondria
NDUFAF4,Mitochondria
NDUFB10,Mitochondria
NDUFB11,Mitochondria
NDUFB3,Mitochondria
NDUFB4,Mitochondria
NDUFB5,Mitochondria
NDUFB6,Mitochondria
NDUFB7,Mitochondria
NDUFB8,Mitochondria
NDUFB9,Mitochondria
NDUFC2,Mitochondria
NDUFS1,Mitochondria
NDUFS2,Mitochondria
NDUFS3,Mitochondria
NDUFS4,Mitochondria
NDUFS5,Mitochondria
NDUFS6,Mitochondria
NDUFS7,Mitochondria
NDUFS8,Mitochondria
NDUFV1,Mitochondria
NDUFV2,Mitochondria
NDUFV3,Mitochondria
NEB,Nuclear
NEBL,Cytosol
NECAP1,Cytosol
NECAP2,Cytosol
NEDD1,Cytosol
NEDD4,Cytosol
NEDD4L,Cytosol
NEDD9,Cytosol
NEK6,Cytosol
NEK7,Cytosol
NEK9,Cytosol
NENF,Nuclear
NEO1,Secretory
NES,Cytosol
NF1,Cytosol
NF2,Secretory
NFATC1,Cytosol
NFATC2,Cytosol
NFATC2IP,Nuclear
NFIC,Nuclear
NFKB1,Cytosol
NFKB2,Cytosol
NFKBIA,Cytosol
NFKBIB,Cytosol
NFKBIE,Cytosol
NFRKB,Nuclear
NFS1,Mitochondria
NFU1,Mitochondria
NFX1,Nuclear
NFXL1,Secretory
NFYA,Nuclear
NFYB,Nuclear
NFYC,Nuclear
NGDN,Nuclear
NGLY1,Cytosol
NHEJ1,Cytosol
NHLRC2,Cytosol
NHP2,Nuclear
NHSL1,Cytosol
NHSL2,Secretory
NIF3L1,Cytosol
NIN,Cytosol
NIP7,Nuclear
NIPBL,Nuclear
NIPSNAP1,Mitochondria
NIPSNAP3A,Mitochondria
NIT1,Cytosol
NIT2,Cytosol
NKAP,Nuclear
NKAPL,Nuclear
NKIRAS2,Cytosol
NKRF,Nuclear
NKTR,Nuclear
NLE1,Nuclear
NLN,Cytosol
NLRX1,Mitochondria
NMD3,Cytosol
NME1,Cytosol
NME1-NME2,Cytosol
NME3,Mitochondria
NME7,Cytosol
NMI,Cytosol
NMNAT1,Nuclear
NMRAL1,Cytosol
NMT1,Cytosol
NMT2,Cytosol
NNT,Mitochondria
NOB1,Cytosol
NOC2L,Nuclear
NOC3L,Nuclear
NOC4L,Nuclear
NOL10,Nuclear
NOL11,Nuclear
NOL3,Cytosol
NOL6,Nuclear
NOL7,Nuclear
NOL8,Nuclear
NOL9,Nuclear
NOLC1,Nuclear
NOMO1,Secretory
NOMO2,Secretory
NONO,Nuclear
NOP10,Nuclear
NOP14,Nuclear
NOP16,Nuclear
NOP2,Nuclear
NOP56,Nuclear
NOP58,Nuclear
NOSIP,Nuclear
NOTCH2,Secretory
NOTCH3,Secretory
NOVA1,Nuclear
NOVA2,Nuclear
NPC2,Nuclear
NPEPPS,Cytosol
NPLOC4,Nuclear
NPM1,Nuclear
NPM3,Nuclear
NPNT,Secretory
NPTN,Secretory
NQO1,Cytosol
NQO2,Cytosol
NR2C2,Nuclear
NR2C2AP,Cytosol
NR2F2,Nuclear
NR2F6,Nuclear
NR3C1,Cytosol
NRBF2,Cytosol
NRBP1,Cytosol
NRBP2,Cytosol
NRF1,Nuclear
NRP1,Secretory
NRP2,Secretory
NSA2,Nuclear
NSDHL,Secretory
NSF,Secretory
NSFL1C,Cytosol
NSL1,Nuclear
NSMAF,Cytosol
NSMCE2,Nuclear
NSUN2,Nuclear
NSUN4,Secretory
NSUN5,Nuclear
NSUN6,Cytosol
NT5C,Cytosol
NT5C2,Cytosol
NT5DC1,Cytosol
NT5DC2,Mitochondria
NT5DC3,Mitochondria
NT5E,Secretory
NTAN1,Cytosol
NTHL1,Nuclear
NUB1,Cytosol
NUBP1,Cytosol
NUBP2,Cytosol
NUBPL,Mitochondria
NUCB1,Secretory
NUCB2,Secretory
NUDC,Cytosol
NUDCD1,Cytosol
NUDCD2,Cytosol
NUDCD3,Cytosol
NUDT1,Cytosol
NUDT12,Cytosol
NUDT14,Cytosol
NUDT15,Cytosol
NUDT16,Cytosol
NUDT16L1,Nuclear
NUDT18,Cytosol
NUDT19,Mitochondria
NUDT2,Cytosol
NUDT21,Nuclear
NUDT3,Cytosol
NUDT4,Cytosol
NUDT5,Cytosol
NUDT9,Cytosol
NUFIP2,Nuclear
NUMA1,Nuclear
NUMB,Secretory
NUP107,Nuclear
NUP153,Nuclear
NUP160,Nuclear
NUP205,Nuclear
NUP210,Nuclear
NUP214,Cytosol
NUP35,Nuclear
NUP37,Cytosol
NUP43,Cytosol
NUP50,Nuclear
NUP54,Nuclear
NUP62,Cytosol
NUP85,Nuclear
NUP93,Nuclear
NUP98,Nuclear
NUTF2,Cytosol
NVL,Nuclear
NXF1,Nuclear
NXN,Cytosol
NXT1,Nuclear
OAS3,Cytosol
OAT,Mitochondria
OBSCN,Cytosol
OBSL1,Cytosol
OCIAD1,Mitochondria
OCIAD2,Mitochondria
OCLN,Secretory
OCRL,Cytosol
OFD1,Cytosol
OGDH,Secretory
OGFOD1,Nuclear
OGFR,Cytosol
OGFRL1,Cytosol
OGT,Cytosol
OLA1,Cytosol
OPA1,Mitochondria
OPLAH,Cytosol
OPTN,Cytosol
OS9,Secretory
OSBP,Cytosol
OSBP2,Cytosol
OSBPL10,Secretory
OSBPL11,Secretory
OSBPL1A,Cytosol
OSBPL2,Cytosol
OSBPL5,Secretory
OSBPL8,Secretory
OSBPL9,Secretory
OSCP1,Cytosol
OSGEP,Cytosol
OSTF1,Cytosol
OTUB1,Cytosol
OTUD4,Cytosol
OTUD6B,Cytosol
OVCA2,Cytosol
OXR1,Cytosol
OXSR1,Cytosol
P2RX4,Secretory
P4HA1,Secretory
P4HA2,Secretory
P4HB,Nuclear
PA2G4,Cytosol
PAAF1,Cytosol
PABPC1,Nuclear
PABPC1L,Nuclear
PABPC4,Nuclear
PABPC4L,Nuclear
PABPN1,Nuclear
PACS1,Cytosol
PACS2,Cytosol
PACSIN1,Cytosol
PACSIN2,Cytosol
PADI2,Cytosol
PAF1,Nuclear
PAFAH1B1,Cytosol
PAFAH1B2,Cytosol
PAFAH1B3,Cytosol
PAICS,Cytosol
PAIP1,Cytosol
PAIP2,Cytosol
PAK1,Cytosol
PAK1IP1,Nuclear
PAK2,Cytosol
PAK4,Cytosol
PALLD,Cytosol
PALM,Secretory
PAN2,Cytosol
PANK1,Cytosol
PANK2,Cytosol
PANK3,Cytosol
PANK4,Cytosol
PAPOLA,Nuclear
PAPOLG,Nuclear
PAPSS2,Cytosol
PARD3,Cytosol
PARD6B,Cytosol
PARG,Cytosol
PARK7,Cytosol
PARN,Nuclear
PARP1,Nuclear
PARP12,Cytosol
PARP14,Cytosol
PARP4,Cytosol
PARP9,Cytosol
PARS2,Mitochondria
PARVA,Cytosol
PARVB,Cytosol
PATL1,Cytosol
PAWR,Cytosol
PAXIP1,Nuclear
PBK,Cytosol
PBLD,Cytosol
PBRM1,Nuclear
PBX1,Nuclear
PBX2,Nuclear
PBX3,Nuclear
PBXIP1,Secretory
PC,Mitochondria
PCBD1,Cytosol
PCBD2,Cytosol
PCBP1,Cytosol
PCCA,Mitochondria
PCCB,Mitochondria
PCDH1,Secretory
PCF11,Nuclear
PCGF2,Nuclear
PCID2,Cytosol
PCIF1,Nuclear
PCK2,Mitochondria
PCM1,Nuclear
PCMT1,Cytosol
PCMTD1,Cytosol
PCNA,Nuclear
PCNP,Nuclear
PCOLCE,Cytosol
PCTP,Cytosol
PCYOX1,Secretory
PCYT1A,Nuclear
PCYT2,Cytosol
PDAP1,Cytosol
PDCD10,Cytosol
PDCD11,Nuclear
PDCD2L,Cytosol
PDCD4,Nuclear
PDCD5,Cytosol
PDCD6,Cytosol
PDCD6IP,Cytosol
PDCL,Cytosol
PDCL3,Cytosol
PDE4D,Cytosol
PDE6D,Cytosol
PDF,Mitochondria
PDHA1,Mitochondria
PDHB,Mitochondria
PDIA3,Nuclear
PDIA4,Nuclear
PDIA5,Secretory
PDK1,Mitochondria
PDK2,Mitochondria
PDK3,Mitochondria
PDLIM1,Cytosol
PDLIM2,Cytosol
PDLIM5,Cytosol
PDLIM7,Cytosol
PDP1,Mitochondria
PDPK1,Cytosol
PDPR,Mitochondria
PDRG1,Cytosol
PDS5A,Nuclear
PDS5B,Nuclear
PDSS2,Mitochondria
PDXDC1,Cytosol
PDXK,Cytosol
PDXP,Cytosol
PDZD11,Cytosol
PDZK1,Cytosol
PDZRN3,Cytosol
PEA15,Cytosol
PEBP1,Cytosol
PECR,Secretory
PEF1,Cytosol
PELO,Cytosol
PELP1,Nuclear
PEPD,Cytosol
PES1,Nuclear
PEX14,Secretory
PEX19,Cytosol
PEX5,Cytosol
PEX6,Secretory
PFAS,Cytosol
PFDN1,Cytosol
PFDN2,Cytosol
PFDN4,Cytosol
PFDN5,Cytosol
PFDN6,Cytosol
PFKFB2,Cytosol
PFKFB3,Nuclear
PFKFB4,Cytosol
PFKL,Cytosol
PFKM,Cytosol
PFKP,Cytosol
PFN1,Cytosol
PFN2,Cytosol
PGAM1,Cytosol
PGAM5,Mitochondria
PGD,Cytosol
PGGT1B,Cytosol
PGK1,Cytosol
PGLS,Cytosol
PGM1,Cytosol
PGM2,Cytosol
PGM2L1,Cytosol
PGM3,Cytosol
PGM5,Cytosol
PGP,Cytosol
PGPEP1,Cytosol
PGR,Cytosol
PGRMC1,Secretory
PGRMC2,Secretory
PHACTR2,Cytosol
PHACTR4,Cytosol
PHAX,Nuclear
PHB2,Mitochondria
PHC2,Nuclear
PHC3,Nuclear
PHF1,Nuclear
PHF10,Nuclear
PHF12,Nuclear
PHF14,Nuclear
PHF2,Nuclear
PHF20L1,Nuclear
PHF3,Nuclear
PHF5A,Nuclear
PHF6,Nuclear
PHGDH,Cytosol
PHIP,Nuclear
PHKA1,Cytosol
PHKA2,Cytosol
PHKB,Cytosol
PHKG2,Cytosol
PHLDA3,Cytosol
PHPT1,Cytosol
PHRF1,Nuclear
PHYH,Secretory
PI4K2A,Secretory
PI4KA,Secretory
PI4KB,Cytosol
PIAS4,Nuclear
PIBF1,Nuclear
PICALM,Cytosol
PICK1,Cytosol
PIGK,Secretory
PIGS,Secretory
PIGT,Secretory
PIH1D1,Cytosol
PIK3C2A,Cytosol
PIK3C2B,Cytosol
PIK3C3,Cytosol
PIK3CA,Cytosol
PIK3CB,Cytosol
PIK3R1,Cytosol
PIK3R3,Cytosol
PIK3R4,Cytosol
PIKFYVE,Cytosol
PIN1,Cytosol
PIN4,Cytosol
PIP4K2A,Cytosol
PIP4K2B,Cytosol
PIP4K2C,Cytosol
PIP5K1A,Secretory
PIP5K1C,Secretory
PIR,Cytosol
PITPNA,Cytosol
PITPNB,Cytosol
PITPNC1,Cytosol
PITPNM1,Cytosol
PITRM1,Mitochondria
PJA2,Cytosol
PKIB,Cytosol
PKIG,Cytosol
PKN1,Cytosol
PKN2,Cytosol
PKNOX1,Nuclear
PKP1,Nuclear
PKP2,Mitochondria
PKP3,Secretory
PKP4,Mitochondria
PLA2G15,Nuclear
PLAA,Cytosol
PLAU,Secretory
PLAUR,Secretory
PLBD2,Secretory
PLCB1,Cytosol
PLCB3,Cytosol
PLCD1,Secretory
PLCG1,Cytosol
PLCG2,Cytosol
PLCH1,Secretory
PLEK,Secretory
PLEKHA1,Cytosol
PLEKHA2,Cytosol
PLEKHA6,Mitochondria
PLEKHF1,Cytosol
PLEKHF2,Cytosol
PLEKHG3,Secretory
PLEKHM2,Cytosol
PLEKHO2,Cytosol
PLIN3,Cytosol
PLOD1,Secretory
PLOD3,Secretory
PLRG1,Nuclear
PLS1,Cytosol
PLS3,Cytosol
PLXDC2,Secretory
PLXNA1,Secretory
PLXNB2,Secretory
PLXND1,Secretory
PMF1,Nuclear
PML,Nuclear
PMM1,Cytosol
PMM2,Cytosol
PMPCA,Mitochondria
PMPCB,Mitochondria
PMS2,Nuclear
PMVK,Cytosol
PNKP,Nuclear
PNN,Nuclear
PNO1,Nuclear
PNP,Cytosol
PNPLA4,Mitochondria
PNPLA6,Secretory
PNPLA8,Mitochondria
PNPO,Cytosol
PNPT1,Mitochondria
POF1B,Cytosol
POFUT2,Secretory
POGZ,Nuclear
POLA1,Nuclear
POLB,Nuclear
POLD1,Nuclear
POLD2,Nuclear
POLD3,Nuclear
POLDIP2,Mitochondria
POLDIP3,Nuclear
POLE4,Cytosol
POLG,Mitochondria
POLG2,Mitochondria
POLI,Cytosol
POLR1A,Nuclear
POLR1B,Nuclear
POLR1C,Cytosol
POLR1D,Cytosol
POLR1E,Nuclear
POLR2A,Nuclear
POLR2C,Nuclear
POLR2D,Nuclear
POLR2E,Nuclear
POLR2G,Nuclear
POLR2H,Cytosol
POLR2K,Nuclear
POLR2L,Nuclear
POLR3A,Nuclear
POLR3B,Nuclear
POLR3D,Nuclear
POLR3F,Nuclear
POLRMT,Secretory
POM121,Nuclear
POM121C,Nuclear
POMP,Cytosol
PON2,Secretory
POP1,Nuclear
POP7,Cytosol
POR,Secretory
POSTN,Secretory
POTEF,Cytosol
POU2F1,Nuclear
PPA1,Cytosol
PPAT,Cytosol
PPCDC,Cytosol
PPCS,Cytosol
PPFIA1,Cytosol
PPFIA3,Cytosol
PPFIBP1,Secretory
PPFIBP2,Cytosol
PPHLN1,Nuclear
PPIA,Cytosol
PPIB,Secretory
PPID,Cytosol
PPIE,Nuclear
PPIF,Mitochondria
PPIG,Nuclear
PPIH,Nuclear
PPIL1,Cytosol
PPIL2,Nuclear
PPIL3,Cytosol
PPIL4,Nuclear
PPIP5K2,Cytosol
PPL,Cytosol
PPM1A,Cytosol
PPM1B,Cytosol
PPM1F,Cytosol
PPM1G,Nuclear
PPM1H,Cytosol
PPME1,Cytosol
PPOX,Mitochondria
PPP1R10,Nuclear
PPP1R11,Cytosol
PPP1R12A,Cytosol
PPP1R12B,Cytosol
PPP1R12C,Cytosol
PPP1R13L,Cytosol
PPP1R14B,Cytosol
PPP1R2,Cytosol
PPP1R3D,Cytosol
PPP1R7,Cytosol
PPP1R8,Nuclear
PPP1R9A,Secretory
PPP1R9B,Secretory
PPP2CB,Cytosol
PPP2R1A,Cytosol
PPP2R1B,Cytosol
PPP2R2A,Cytosol
PPP2R2D,Cytosol
PPP2R3A,Cytosol
PPP2R5A,Cytosol
PPP2R5C,Cytosol
PPP2R5D,Cytosol
PPP3CA,Cytosol
PPP3CB,Cytosol
PPP3CC,Cytosol
PPP3R1,Cytosol
PPP4C,Cytosol
PPP4R1,Cytosol
PPP4R2,Nuclear
PPP5C,Cytosol
PPP6C,Cytosol
PPT1,Nuclear
PPTC7,Mitochondria
PPWD1,Nuclear
PQBP1,Nuclear
PRAF2,Secretory
PRC1,Nuclear
PRCC,Nuclear
PRDX1,Cytosol
PRDX2,Cytosol
PRDX3,Mitochondria
PRDX4,Secretory
PRDX5,Cytosol
PRDX6,Cytosol
PREB,Secretory
PREP,Cytosol
PREPL,Cytosol
PREX1,Cytosol
PRG4,Secretory
PRIM2,Nuclear
PRKAA1,Cytosol
PRKAB1,Cytosol
PRKACA,Cytosol
PRKACB,Cytosol
PRKAG1,Cytosol
PRKAG2,Cytosol
PRKAR1A,Cytosol
PRKAR1B,Cytosol
PRKAR2A,Cytosol
PRKAR2B,Cytosol
PRKCA,Cytosol
PRKCD,Cytosol
PRKCE,Cytosol
PRKCH,Secretory
PRKCI,Cytosol
PRKCSH,Nuclear
PRKCZ,Cytosol
PRKD1,Cytosol
PRKD2,Cytosol
PRKD3,Cytosol
PRKDC,Nuclear
PRKRA,Nuclear
PRKRIP1,Nuclear
PRKX,Cytosol
PRMT3,Cytosol
PRMT5,Cytosol
PRNP,Secretory
PRODH,Mitochondria
PROS1,Cytosol
PRPF18,Nuclear
PRPF3,Nuclear
PRPF31,Nuclear
PRPF38A,Nuclear
PRPF38B,Nuclear
PRPF39,Nuclear
PRPF4,Nuclear
PRPF40A,Nuclear
PRPF4B,Nuclear
PRPF6,Nuclear
PRPF8,Nuclear
PRPS1,Cytosol
PRPS2,Cytosol
PRPSAP1,Cytosol
PRPSAP2,Cytosol
PRR12,Nuclear
PRR14,Nuclear
PRRC1,Cytosol
PRRX2,Cytosol
PRSS23,Secretory
PRSS8,Secretory
PRTFDC1,Cytosol
PSAP,Secretory
PSD4,Cytosol
PSIP1,Nuclear
PSMA1,Cytosol
PSMA3,Cytosol
PSMA4,Cytosol
PSMA5,Cytosol
PSMA6,Cytosol
PSMA7,Cytosol
PSMB1,Cytosol
PSMB10,Cytosol
PSMB2,Cytosol
PSMB3,Cytosol
PSMB4,Cytosol
PSMB5,Cytosol
PSMB6,Cytosol
PSMB7,Cytosol
PSMC1,Cytosol
PSMC6,Cytosol
PSMD10,Cytosol
PSMD2,Cytosol
PSMD3,Cytosol
PSMD4,Cytosol
PSMD5,Cytosol
PSMD8,Cytosol
PSMD9,Cytosol
PSME1,Cytosol
PSME2,Cytosol
PSME3,Nuclear
PSME4,Cytosol
PSMF1,Cytosol
PSMG1,Cytosol
PSMG2,Cytosol
PSMG3,Cytosol
PSMG4,Cytosol
PSPC1,Nuclear
PSPH,Cytosol
PSTPIP2,Cytosol
PTAR1,Cytosol
PTBP2,Nuclear
PTCD3,Secretory
PTEN,Cytosol
PTER,Cytosol
PTGES2,Mitochondria
PTGES3,Cytosol
PTGFRN,Secretory
PTGR1,Cytosol
PTGR2,Cytosol
PTK2,Cytosol
PTK2B,Cytosol
PTK7,Secretory
PTP4A2,Cytosol
PTPMT1,Mitochondria
PTPN1,Secretory
PTPN11,Cytosol
PTPN12,Cytosol
PTPN18,Cytosol
PTPN23,Cytosol
PTPN6,Cytosol
PTPRA,Secretory
PTPRE,Secretory
PTPRF,Secretory
PTPRJ,Secretory
PTPRK,Secretory
PTPRS,Secretory
PTRH1,Nuclear
PTRH2,Secretory
PUF60,Nuclear
PUM2,Nuclear
PURA,Nuclear
PURB,Nuclear
PUS1,Nuclear
PUS10,Nuclear
PUS7,Nuclear
PWP1,Nuclear
PWP2,Nuclear
PXDN,Secretory
PXK,Cytosol
PXN,Cytosol
PYCARD,Cytosol
PYCR1,Mitochondria
PYCR2,Mitochondria
PYGB,Cytosol
PYGL,Cytosol
PYGM,Cytosol
PYGO2,Nuclear
QDPR,Cytosol
QKI,Nuclear
QPRT,Cytosol
QRICH1,Nuclear
QRSL1,Mitochondria
QSOX1,Secretory
QTRT1,Cytosol
RAB10,Secretory
RAB11A,Secretory
RAB11B,Secretory
RAB11FIP1,Secretory
RAB11FIP4,Nuclear
RAB12,Secretory
RAB13,Secretory
RAB14,Secretory
RAB15,Secretory
RAB18,Secretory
RAB1A,Secretory
RAB1B,Secretory
RAB21,Secretory
RAB22A,Secretory
RAB23,Secretory
RAB24,Secretory
RAB25,Secretory
RAB27A,Secretory
RAB27B,Secretory
RAB28,Cytosol
RAB2A,Secretory
RAB2B,Secretory
RAB30,Secretory
RAB31,Secretory
RAB32,Secretory
RAB33B,Secretory
RAB35,Secretory
RAB37,Cytosol
RAB39B,Secretory
RAB3A,Secretory
RAB3D,Secretory
RAB3GAP1,Cytosol
RAB3GAP2,Cytosol
RAB3IL1,Cytosol
RAB3IP,Cytosol
RAB43,Secretory
RAB4A,Secretory
RAB5A,Secretory
RAB5B,Secretory
RAB5C,Secretory
RAB6A,Secretory
RAB6B,Secretory
RAB7A,Secretory
RAB8A,Secretory
RAB8B,Secretory
RAB9A,Secretory
RABAC1,Secretory
RABEP1,Cytosol
RABEP2,Cytosol
RABEPK,Cytosol
RABGAP1,Cytosol
RABGAP1L,Cytosol
RABGGTA,Cytosol
RABGGTB,Cytosol
RABIF,Cytosol
RABL3,Secretory
RAC1,Cytosol
RAD1,Nuclear
RAD21,Nuclear
RAD23A,Cytosol
RAD23B,Cytosol
RAD50,Nuclear
RAD9A,Nuclear
RAF1,Cytosol
RAI1,Nuclear
RAI14,Secretory
RALA,Secretory
RALB,Secretory
RALBP1,Cytosol
RALGAPA1,Cytosol
RALGAPA2,Cytosol
RALGAPB,Cytosol
RALGPS2,Cytosol
RALY,Nuclear
RAN,Cytosol
RANBP1,Cytosol
RANBP10,Cytosol
RANBP2,Nuclear
RANBP3,Nuclear
RANBP6,Mitochondria
RANBP9,Cytosol
RANGAP1,Cytosol
RAP1A,Secretory
RAP1B,Secretory
RAP1GAP,Cytosol
RAP1GDS1,Cytosol
RAP2A,Secretory
RAP2B,Secretory
RAP2C,Secretory
RAPGEF1,Cytosol
RAPGEF2,Cytosol
RAPH1,Cytosol
RARS2,Mitochondria
RASA1,Cytosol
RASA2,Cytosol
RASAL2,Cytosol
RB1,Nuclear
RB1CC1,Cytosol
RBBP4,Nuclear
RBBP5,Nuclear
RBBP6,Nuclear
RBBP7,Nuclear
RBBP9,Cytosol
RBCK1,Cytosol
RBKS,Cytosol
RBM10,Nuclear
RBM12,Nuclear
RBM12B,Nuclear
RBM14,Nuclear
RBM15,Nuclear
RBM15B,Nuclear
RBM17,Nuclear
RBM19,Nuclear
RBM22,Nuclear
RBM25,Nuclear
RBM26,Nuclear
RBM27,Nuclear
RBM28,Nuclear
RBM3,Nuclear
RBM33,Nuclear
RBM38,Cytosol
