Protein,Localization
FBLL1,Nuclear
FBLN1,Cytosol
FBP1,Cytosol
FBP2,Cytosol
FBRS,Nuclear
FBRSL1,Cytosol
FBXL16,Cytosol
FBXL17,Nuclear
FBXL18,Cytosol
FBXL19,Nuclear
FBXL20,Secretory
FBXL4,Mitochondria
FBXL6,Nuclear
FBXL8,Cytosol
FBXO11,Nuclear
FBXO18,Nuclear
FBXO2,Cytosol
FBXO21,Cytosol
FBXO22,Nuclear
FBXO28,Nuclear
FBXO3,Cytosol
FBXO30,Cytosol
FBXO38,Nuclear
FBXO4,Cytosol
FBXO42,Cytosol
FBXO44,Cytosol
FBXO46,Nuclear
FBXO6,Cytosol
FBXO7,Cytosol
FBXO9,Cytosol
FBXW11,Cytosol
FBXW2,Cytosol
FBXW5,Cytosol
FBXW8,Cytosol
FBXW9,Cytosol
FCF1,Nuclear
FCHO1,Cytosol
FCHO2,Cytosol
FCHSD1,Cytosol
FCHSD2,Cytosol
FCN3,Cytosol
FDFT1,Secretory
FDPS,Cytosol
FDX1,Nuclear
FDX1L,Nuclear
FDXR,Mitochondria
FECH,Mitochondria
FEM1B,Cytosol
FEM1C,Cytosol
FEN1,Nuclear
FER,Cytosol
FERMT1,Cytosol
FERMT2,Cytosol
FERMT3,Nuclear
FETUB,Cytosol
FEZ2,Cytosol
FGD3,Cytosol
FGD4,Cytosol
FGD6,Cytosol
FGFR1,Secretory
FGFR1OP,Cytosol
FGFRL1,Secretory
FGGY,Cytosol
FH,Mitochondria
FHIT,Cytosol
FHL1,Cytosol
FHL2,Cytosol
FHL3,Cytosol
FHOD1,Cytosol
FIBP,Cytosol
FICD,Secretory
FIG4,Cytosol
FILIP1,Nuclear
FILIP1L,Cytosol
FIP1L1,Nuclear
FIS1,Mitochondria
FITM2,Secretory
FIZ1,Nuclear
FKBP10,Secretory
FKBP11,Secretory
FKBP14,Nuclear
FKBP15,Cytosol
FKBP1A,Cytosol
FKBP2,Nuclear
FKBP3,Cytosol
FKBP4,Cytosol
FKBP5,Nuclear
FKBP7,Nuclear
FKBP8,Secretory
FKBPL,Cytosol
FKRP,Secretory
FKTN,Secretory
FLAD1,Cytosol
FLCN,Cytosol
FLII,Cytosol
FLNA,Cytosol
FLNB,Cytosol
FLNC,Cytosol
FLOT1,Secretory
FLOT2,Secretory
FLT1,Secretory
FLVCR1,Secretory
FLYWCH1,Nuclear
FMN1,Cytosol
FMNL1,Secretory
FMNL2,Secretory
FMO4,Mitochondria
FMR1,Nuclear
FN1,Secretory
FN3K,Cytosol
FN3KRP,Cytosol
FNBP1,Cytosol
FNBP1L,Cytosol
FNBP4,Nuclear
FNDC3A,Secretory
FNDC3B,Secretory
FNIP1,Cytosol
FNTA,Cytosol
FOCAD,Cytosol
FOPNL,Cytosol
FOSL2,Nuclear
FOXA1,Nuclear
FOXJ2,Nuclear
FOXJ3,Nuclear
FOXK1,Nuclear
FOXK2,Nuclear
FOXO1,Cytosol
FOXO3,Cytosol
FOXP1,Nuclear
FOXP4,Nuclear
FOXRED1,Mitochondria
FOXRED2,Secretory
FPGT,Cytosol
FRA10AC1,Nuclear
FRG1,Nuclear
FRK,Secretory
FRMD4A,Cytosol
FRMD6,Mitochondria
FRMD8,Secretory
FRRS1,Secretory
FRS2,Secretory
FRYL,Cytosol
FSCN1,Cytosol
FSD1L,Cytosol
FTH1,Nuclear
FTO,Nuclear
FTSJ1,Cytosol
FTSJ2,Mitochondria
FTSJ3,Nuclear
FUBP1,Nuclear
FUBP3,Nuclear
FUK,Cytosol
FUNDC2,Mitochondria
FURIN,Secretory
FUS,Nuclear
FUT11,Secretory
FUT8,Secretory
FXN,Mitochondria
FXR1,Nuclear
FXR2,Nuclear
FYCO1,Cytosol
FYN,Secretory
FYTTD1,Nuclear
FZD1,Secretory
FZD2,Secretory
FZD3,Secretory
FZD6,Secretory
FZD7,Secretory
FZR1,Nuclear
G3BP1,Nuclear
G3BP2,Nuclear
G6PD,Cytosol
GAA,Nuclear
GAB1,Cytosol
GAB2,Cytosol
GABARAP,Cytosol
GABARAPL1,Cytosol
GABARAPL2,Cytosol
GABPA,Nuclear
GABPB1,Nuclear
GABPB2,Nuclear
GADD45GIP1,Secretory
GAK,Cytosol
GALC,Secretory
GALE,Cytosol
GALK1,Cytosol
GALK2,Cytosol
GALM,Cytosol
GALNS,Nuclear
GALNT1,Secretory
GALNT10,Secretory
GALNT11,Secretory
GALNT12,Secretory
GALNT14,Secretory
GALNT18,Secretory
GALNT2,Secretory
GALNT3,Secretory
GALNT6,Secretory
GALNT7,Secretory
GALT,Cytosol
GAMT,Cytosol
GAN,Cytosol
GAPDH,Cytosol
GAPVD1,Cytosol
GAR1,Nuclear
GAREM,Cytosol
GARS,Cytosol
GART,Cytosol
GAS2L1,Cytosol
GAS6,Cytosol
GAS8,Nuclear
GATA3,Nuclear
GATAD1,Nuclear
GATAD2A,Nuclear
GATAD2B,Nuclear
GBA,Secretory
GBA2,Secretory
GBAS,Mitochondria
GBE1,Cytosol
GBF1,Cytosol
GBP2,Cytosol
GBP5,Secretory
GBP6,Cytosol
GC,Cytosol
GCA,Cytosol
GCAT,Mitochondria
GCC1,Nuclear
GCC2,Secretory
GCDH,Mitochondria
GCFC2,Cytosol
GCLC,Cytosol
GCLM,Cytosol
GCN1L1,Cytosol
GCNT1,Secretory
GCSH,Mitochondria
GDAP1,Mitochondria
GDAP2,Secretory
GDE1,Secretory
GDI1,Cytosol
GDI2,Cytosol
GDPD1,Secretory
GDPD3,Secretory
GDPGP1,Cytosol
GEM,Cytosol
GEMIN2,Nuclear
GEMIN5,Cytosol
GEMIN6,Nuclear
GEMIN8,Nuclear
GET4,Cytosol
GFER,Cytosol
GFM1,Mitochondria
GFM2,Mitochondria
GFOD1,Cytosol
GFOD2,Cytosol
GFPT1,Cytosol
GFPT2,Cytosol
GFRA1,Secretory
GGA1,Cytosol
GGA2,Cytosol
GGA3,Cytosol
GGACT,Cytosol
GGCT,Cytosol
GGCX,Secretory
GGNBP2,Nuclear
GGPS1,Cytosol
GGT7,Secretory
GHDC,Secretory
GHITM,Mitochondria
GID4,Cytosol
GID8,Cytosol
GIGYF1,Cytosol
GIGYF2,Nuclear
GINM1,Secretory
GINS1,Nuclear
GINS2,Nuclear
GINS3,Nuclear
GINS4,Nuclear
GIPC1,Cytosol
GIPC3,Cytosol
GIT1,Cytosol
GIT2,Cytosol
GKAP1,Nuclear
GLA,Nuclear
GLB1L2,Secretory
GLCCI1,Cytosol
GLCE,Secretory
GLE1,Nuclear
GLG1,Secretory
GLI3,Cytosol
GLIPR2,Secretory
GLMN,Cytosol
GLO1,Cytosol
GLOD4,Cytosol
GLRX,Cytosol
GLRX3,Cytosol
GLS,Mitochondria
GLT8D1,Secretory
GLTP,Cytosol
GLTPD1,Cytosol
GLTSCR1,Nuclear
GLTSCR1L,Nuclear
GLTSCR2,Nuclear
GLUD1,Mitochondria
GLUL,Cytosol
GLYR1,Nuclear
GM2A,Secretory
GMCL1,Nuclear
GMDS,Cytosol
GMEB1,Nuclear
GMEB2,Nuclear
GMFB,Cytosol
GMFG,Cytosol
GMIP,Cytosol
GMNN,Nuclear
GMPPA,Cytosol
GMPPB,Cytosol
GMPR,Cytosol
GMPR2,Cytosol
GMPS,Nuclear
GNA11,Secretory
GNA12,Secretory
GNA13,Secretory
GNA14,Secretory
GNAI1,Secretory
GNAI2,Secretory
GNAI3,Secretory
GNAO1,Secretory
GNAQ,Secretory
GNAS,Secretory
GNAZ,Secretory
GNB1,Secretory
GNB1L,Cytosol
GNB2,Secretory
GNB4,Secretory
GNB5,Cytosol
GNE,Cytosol
GNG10,Secretory
GNG12,Secretory
GNG7,Secretory
GNL1,Cytosol
GNL2,Nuclear
GNL3,Nuclear
GNL3L,Secretory
GNPAT,Secretory
GNPDA1,Cytosol
GNPDA2,Cytosol
GNPNAT1,Cytosol
GNPTAB,Secretory
GNPTG,Secretory
GNS,Nuclear
GOLGA1,Secretory
GOLGA2,Secretory
GOLGA3,Cytosol
GOLGA4,Nuclear
GOLGA5,Secretory
GOLGA7,Secretory
GOLGB1,Secretory
GOLIM4,Secretory
GOLM1,Secretory
GOLPH3,Secretory
GOLPH3L,Cytosol
GON4L,Nuclear
GOPC,Cytosol
GORAB,Nuclear
GORASP1,Secretory
GORASP2,Secretory
GOSR1,Secretory
GOT1,Cytosol
GPAA1,Secretory
GPALPP1,Nuclear
GPAM,Mitochondria
GPATCH1,Nuclear
GPATCH11,Nuclear
GPATCH2,Cytosol
GPATCH4,Nuclear
GPATCH8,Nuclear
GPBP1,Nuclear
GPC1,Secretory
GPC4,Secretory
GPC6,Secretory
GPCPD1,Cytosol
GPD1L,Cytosol
GPD2,Mitochondria
GPHN,Cytosol
GPI,Cytosol
GPKOW,Nuclear
GPLD1,Secretory
GPN1,Cytosol
GPN3,Cytosol
GPR107,Secretory
GPR108,Secretory
GPR125,Secretory
GPR180,Secretory
GPR56,Secretory
GPR68,Secretory
GPRC5A,Secretory
GPRC5B,Secretory
GPRC5C,Secretory
GPS1,Cytosol
GPS2,Nuclear
GPSM1,Cytosol
GPT2,Mitochondria
GPX4,Cytosol
GPX8,Secretory
GRAMD1A,Secretory
GRAMD3,Secretory
GRAMD4,Secretory
GRB10,Cytosol
GRB14,Cytosol
GRB2,Cytosol
GRB7,Cytosol
GREB1,Cytosol
GRHL1,Nuclear
GRHL2,Nuclear
GRHPR,Cytosol
GRIP1,Cytosol
GRIPAP1,Cytosol
GRK6,Secretory
GRN,Secretory
GRPEL1,Mitochondria
GRPEL2,Mitochondria
GRTP1,Secretory
GRWD1,Nuclear
GSE1,Nuclear
GSK3A,Cytosol
GSK3B,Cytosol
GSKIP,Cytosol
GSN,Cytosol
GSPT1,Cytosol
GSPT2,Cytosol
GSR,Cytosol
GSS,Cytosol
GSTCD,Cytosol
GSTK1,Secretory
GSTM3,Cytosol
GSTM4,Cytosol
GSTO1,Cytosol
GSTT1,Cytosol
GSTZ1,Cytosol
GTF2B,Nuclear
GTF2E1,Nuclear
GTF2E2,Nuclear
GTF2F1,Nuclear
GTF2F2,Nuclear
GTF2H1,Nuclear
GTF2H3,Nuclear
GTF2H4,Nuclear
GTF2H5,Nuclear
GTF3A,Cytosol
GTF3C1,Nuclear
GTF3C2,Nuclear
GTF3C3,Nuclear
GTF3C4,Nuclear
GTF3C5,Nuclear
GTF3C6,Nuclear
GTPBP1,Cytosol
GTPBP10,Secretory
GTPBP2,Secretory
GTPBP3,Mitochondria
GTPBP4,Nuclear
GTPBP6,Mitochondria
GTPBP8,Mitochondria
GTSE1,Cytosol
GUCD1,Secretory
GUF1,Mitochondria
GUK1,Cytosol
GULP1,Mitochondria
GUSB,Secretory
GXYLT1,Secretory
GYG1,Cytosol
GYG2,Cytosol
GYS1,Cytosol
GZF1,Nuclear
H1F0,Nuclear
H1FX,Nuclear
H2AFX,Nuclear
H2AFY,Nuclear
H2AFY2,Nuclear
HABP2,Cytosol
HABP4,Nuclear
HACE1,Cytosol
HACL1,Secretory
HADH,Mitochondria
HADHA,Mitochondria
HADHB,Mitochondria
HAGH,Cytosol
HAGHL,Cytosol
HAPLN3,Cytosol
HARS,Cytosol
HARS2,Mitochondria
HAT1,Nuclear
HAUS1,Cytosol
HAUS2,Cytosol
HAUS3,Cytosol
HAUS4,Cytosol
HAUS5,Cytosol
HAUS6,Cytosol
HAUS7,Cytosol
HAUS8,Cytosol
HAX1,Mitochondria
HBP1,Nuclear
HBS1L,Cytosol
HCCS,Mitochondria
HCFC1,Nuclear
HCFC2,Nuclear
HCK,Secretory
HDAC1,Nuclear
HDAC10,Cytosol
HDAC11,Secretory
HDAC2,Nuclear
HDAC3,Nuclear
HDAC4,Cytosol
HDAC6,Cytosol
HDAC7,Cytosol
HDDC2,Cytosol
HDDC3,Cytosol
HDGF,Nuclear
HDHD1,Cytosol
HDHD2,Cytosol
HEATR1,Nuclear
HEATR2,Cytosol
HEATR3,Cytosol
HEATR5A,Cytosol
HEATR5B,Cytosol
HEATR6,Cytosol
HEBP1,Cytosol
HEBP2,Cytosol
HECA,Cytosol
HECTD1,Cytosol
HECTD3,Cytosol
HECTD4,Cytosol
HECW2,Cytosol
HEG1,Nuclear
HELLS,Nuclear
HELZ,Nuclear
HELZ2,Nuclear
HEMK1,Mitochondria
HENMT1,Cytosol
HERC1,Cytosol
HERC2,Secretory
HERC3,Cytosol
HERC4,Cytosol
HERC5,Secretory
HERPUD1,Secretory
HES1,Nuclear
HEXDC,Cytosol
HEXIM1,Nuclear
HEXIM2,Nuclear
HGFAC,Secretory
HGS,Cytosol
HGSNAT,Secretory
HHAT,Secretory
HIAT1,Secretory
HIATL1,Secretory
HIBADH,Mitochondria
HIBCH,Mitochondria
HID1,Cytosol
HIF1AN,Cytosol
HINT1,Cytosol
HINT3,Secretory
HIP1,Mitochondria
HIP1R,Cytosol
HIRA,Nuclear
HIRIP3,Nuclear
HIST1H1B,Nuclear
HIST1H1C,Nuclear
HIST1H1D,Nuclear
HIST1H1E,Nuclear
HIST2H2AB,Nuclear
HIST3H2BB,Nuclear
HIST3H3,Nuclear
HIVEP1,Nuclear
HIVEP2,Cytosol
HIVEP3,Nuclear
HK1,Nuclear
HK2,Cytosol
HLA-A,Secretory
HLA-B,Nuclear
HLA-C,Secretory
HLA-DQB1,Secretory
HLA-DRB1,Secretory
HLA-E,Secretory
HLA-F,Secretory
HLCS,Cytosol
HLTF,Nuclear
HM13,Secretory
HMCES,Nuclear
HMCN1,Secretory
HMG20A,Nuclear
HMG20B,Nuclear
HMGA1,Nuclear
HMGB1,Nuclear
HMGB2,Nuclear
HMGB3,Nuclear
HMGCL,Mitochondria
HMGCR,Secretory
HMGCS1,Cytosol
HMGN1,Nuclear
HMGN2,Nuclear
HMGN3,Nuclear
HMGN4,Nuclear
HMGN5,Nuclear
HMGXB3,Nuclear
HMGXB4,Nuclear
HMMR,Cytosol
HMOX1,Secretory
HMOX2,Secretory
HN1,Cytosol
HN1L,Cytosol
HNMT,Cytosol
HNRNPA0,Nuclear
HNRNPA1,Nuclear
HNRNPA2B1,Nuclear
HNRNPA3,Nuclear
HNRNPAB,Nuclear
HNRNPC,Nuclear
HNRNPD,Nuclear
HNRNPDL,Nuclear
HNRNPF,Nuclear
HNRNPH1,Nuclear
HNRNPH2,Nuclear
HNRNPH3,Nuclear
HNRNPK,Nuclear
HNRNPL,Nuclear
HNRNPLL,Nuclear
HNRNPM,Nuclear
HNRNPR,Nuclear
HNRNPU,Nuclear
HNRNPUL1,Nuclear
HNRNPUL2,Nuclear
HOMER1,Cytosol
HOMER2,Cytosol
HOMER3,Cytosol
HOMEZ,Nuclear
HOOK1,Cytosol
HOOK2,Cytosol
HOOK3,Cytosol
HOXC10,Nuclear
HOXD8,Nuclear
HP1BP3,Nuclear
HPCAL1,Cytosol
HPGD,Cytosol
HPRT1,Cytosol
HPS3,Cytosol
HPS4,Cytosol
HPS5,Cytosol
HPS6,Cytosol
HPX,Cytosol
HRAS,Secretory
HRG,Cytosol
HRSP12,Cytosol
HS1BP3,Cytosol
HS2ST1,Secretory
HSBP1,Cytosol
HSCB,Mitochondria
HSD17B10,Mitochondria
HSD17B11,Secretory
HSD17B12,Secretory
HSD17B4,Secretory
HSD17B7,Mitochondria
HSD17B8,Mitochondria
HSD3B7,Secretory
HSDL1,Mitochondria
HSDL2,Mitochondria
HSF1,Nuclear
HSH2D,Cytosol
HSP90AA1,Cytosol
HSP90AB1,Cytosol
HSPA12A,Cytosol
HSPA13,Secretory
HSPA14,Cytosol
HSPA1L,Cytosol
HSPA2,Cytosol
HSPA4,Cytosol
HSPA4L,Cytosol
HSPA5,Nuclear
HSPA6,Cytosol
HSPA8,Cytosol
HSPA9,Mitochondria
HSPB1,Cytosol
HSPB11,Cytosol
HSPB8,Cytosol
HSPBAP1,Cytosol
HSPBP1,Cytosol
HSPD1,Mitochondria
HSPE1,Mitochondria
HSPG2,Secretory
HSPH1,Cytosol
HTATIP2,Secretory
HTATSF1,Nuclear
HTRA1,Secretory
HTT,Cytosol
HUS1,Nuclear
HUWE1,Cytosol
HYAL2,Secretory
HYI,Cytosol
HYOU1,Nuclear
IAH1,Cytosol
IARS,Nuclear
IARS2,Mitochondria
IBA57,Mitochondria
IBTK,Nuclear
ICA1,Cytosol
ICA1L,Cytosol
ICAM1,Secretory
ICMT,Secretory
ICOSLG,Secretory
IDE,Cytosol
IDH1,Cytosol
IDH2,Mitochondria
IDH3A,Mitochondria
IDH3B,Mitochondria
IDH3G,Mitochondria
IDI1,Cytosol
IDNK,Cytosol
IDS,Nuclear
IFI30,Secretory
IFI35,Cytosol
IFIH1,Cytosol
IFIT5,Cytosol
IFITM3,Cytosol
IFNAR1,Secretory
IFNGR1,Secretory
IFRD1,Cytosol
IFT122,Cytosol
IFT140,Cytosol
IFT172,Cytosol
IFT27,Cytosol
IFT43,Cytosol
IFT46,Cytosol
IFT52,Cytosol
IFT57,Cytosol
IFT74,Cytosol
IFT80,Cytosol
IFT81,Cytosol
IFT88,Cytosol
IGBP1,Cytosol
IGF1R,Secretory
IGF2,Nuclear
IGF2BP1,Nuclear
IGF2BP2,Nuclear
IGF2R,Secretory
IGFBP2,Secretory
IGFBP3,Secretory
IGFBP4,Secretory
IGFBP5,Nuclear
IGFBP6,Secretory
IGHMBP2,Nuclear
IGJ,Cytosol
IGSF1,Secretory
IGSF3,Secretory
IGSF8,Secretory
IGSF9,Secretory
IK,Nuclear
IKBIP,Secretory
IKBKAP,Cytosol
IKBKB,Cytosol
IKBKE,Cytosol
IKBKG,Cytosol
IKZF2,Nuclear
IL13RA1,Secretory
IL17RA,Secretory
IL18,Cytosol
IL1RAP,Secretory
IL1RN,Cytosol
IL6ST,Secretory
ILF2,Nuclear
ILF3,Nuclear
ILK,Cytosol
ILKAP,Nuclear
ILVBL,Secretory
IMMP1L,Mitochondria
IMMP2L,Mitochondria
IMMT,Mitochondria
IMP3,Nuclear
IMP4,Nuclear
IMPA1,Cytosol
IMPA2,Cytosol
IMPACT,Cytosol
IMPAD1,Secretory
IMPDH1,Cytosol
IMPDH2,Cytosol
INADL,Secretory
INCENP,Nuclear
INF2,Secretory
ING1,Nuclear
ING2,Nuclear
ING3,Nuclear
ING4,Nuclear
ING5,Nuclear
INHBB,Secretory
INIP,Nuclear
INO80,Nuclear
INO80C,Nuclear
INO80D,Nuclear
INO80E,Nuclear
INPP1,Cytosol
INPP4A,Cytosol
INPP4B,Cytosol
INPP5A,Secretory
INPP5B,Cytosol
INPP5F,Cytosol
INPP5J,Cytosol
INPP5K,Secretory
INPPL1,Cytosol
INSIG2,Secretory
INSR,Secretory
INTS1,Nuclear
INTS10,Nuclear
INTS12,Nuclear
INTS2,Nuclear
INTS3,Nuclear
INTS4,Nuclear
INTS5,Nuclear
INTS6,Nuclear
INTS7,Nuclear
INTS8,Nuclear
INTS9,Nuclear
INVS,Secretory
IP6K1,Secretory
IPMK,Cytosol
IPO11,Cytosol
IPO13,Cytosol
IPO4,Cytosol
IPO5,Cytosol
IPO7,Cytosol
IPO8,Cytosol
IPO9,Cytosol
IPPK,Cytosol
IQCB1,Cytosol
IQCE,Nuclear
IQGAP1,Cytosol
IQGAP2,Cytosol
IQGAP3,Cytosol
IQSEC1,Cytosol
IQSEC2,Cytosol
IRAK1,Cytosol
IRAK4,Cytosol
IREB2,Cytosol
IRF2,Nuclear
IRF2BP1,Nuclear
IRF2BP2,Nuclear
IRF2BPL,Nuclear
IRF3,Cytosol
IRF5,Cytosol
IRF6,Cytosol
IRF9,Cytosol
IRGQ,Cytosol
IRS1,Cytosol
IRS2,Cytosol
IRX2,Nuclear
IRX5,Nuclear
ISCA1,Mitochondria
ISCU,Mitochondria
ISG15,Cytosol
ISG20,Cytosol
ISG20L2,Nuclear
ISOC1,Cytosol
ISOC2,Mitochondria
ISPD,Cytosol
IST1,Cytosol
ISYNA1,Cytosol
ITCH,Cytosol
ITFG1,Secretory
ITFG2,Cytosol
ITFG3,Secretory
ITGA2,Secretory
ITGA3,Secretory
ITGA5,Secretory
ITGA6,Secretory
ITGAV,Secretory
ITGB1,Secretory
ITGB2,Secretory
ITGB4,Secretory
ITGB5,Secretory
ITGB6,Secretory
ITIH2,Cytosol
ITIH4,Cytosol
ITM2B,Secretory
ITM2C,Secretory
ITPA,Cytosol
ITPK1,Cytosol
ITPKB,Cytosol
ITPKC,Cytosol
ITPR1,Secretory
ITPR2,Secretory
ITPR3,Secretory
ITPRIP,Nuclear
ITSN1,Cytosol
ITSN2,Nuclear
IVD,Mitochondria
IVNS1ABP,Cytosol
IWS1,Nuclear
JADE2,Nuclear
JAG1,Secretory
JAGN1,Secretory
JAK1,Secretory
JAK2,Secretory
JAK3,Nuclear
JARID2,Nuclear
JKAMP,Secretory
JMJD1C,Nuclear
JMJD4,Cytosol
JMJD6,Nuclear
JMY,Cytosol
JOSD2,Cytosol
JPH1,Secretory
JRKL,Nuclear
JUN,Nuclear
JUNB,Nuclear
JUND,Nuclear
JUP,Secretory
KALRN,Secretory
KANK2,Secretory
KANSL2,Nuclear
KANSL3,Nuclear
KARS,Cytosol
KAT2A,Nuclear
KAT2B,Nuclear
KAT5,Nuclear
KAT6A,Nuclear
KAT6B,Nuclear
KAT7,Nuclear
KAT8,Nuclear
KATNA1,Cytosol
KATNAL1,Cytosol
KATNAL2,Cytosol
KATNB1,Cytosol
KATNBL1,Cytosol
KAZN,Cytosol
KBTBD11,Cytosol
KBTBD2,Cytosol
KBTBD4,Cytosol
KBTBD6,Cytosol
KBTBD7,Cytosol
KCMF1,Cytosol
KCNA3,Cytosol
KCNAB2,Cytosol
KCNJ11,Secretory
KCNK1,Secretory
KCNK6,Secretory
KCNN4,Secretory
KCTD1,Nuclear
KCTD10,Cytosol
KCTD12,Cytosol
KCTD13,Cytosol
KCTD15,Nuclear
KCTD18,Nuclear
KCTD21,Cytosol
KCTD3,Cytosol
KCTD5,Cytosol
KCTD9,Cytosol
KDELR3,Secretory
KDM1A,Nuclear
KDM1B,Nuclear
KDM2A,Nuclear
KDM2B,Nuclear
KDM3A,Nuclear
KDM3B,Nuclear
KDM4A,Nuclear
KDM4B,Nuclear
KDM4C,Nuclear
KDM5A,Nuclear
KDM5B,Nuclear
KDM5C,Nuclear
KDM6A,Nuclear
KDM8,Cytosol
KDSR,Secretory
KEAP1,Cytosol
KHDRBS1,Nuclear
KHDRBS3,Nuclear
KHK,Cytosol
KHNYN,Cytosol
KHSRP,Nuclear
KIAA0020,Nuclear
KIAA0040,Secretory
KIAA0100,Secretory
KIAA0101,Nuclear
KIAA0195,Secretory
KIAA0196,Cytosol
KIAA0232,Cytosol
KIAA0319L,Secretory
KIAA0368,Cytosol
KIAA0513,Cytosol
KIAA0556,Cytosol
KIAA0753,Secretory
KIAA0754,Secretory
KIAA0907,Nuclear
KIAA0922,Secretory
KIAA0930,Cytosol
KIAA1033,Cytosol
KIAA1109,Secretory
KIAA1143,Nuclear
KIAA1147,Secretory
KIAA1161,Secretory
KIAA1191,Cytosol
KIAA1211,Nuclear
KIAA1244,Cytosol
KIAA1279,Cytosol
KIAA1324,Secretory
KIAA1324L,Secretory
KIAA1328,Nuclear
KIAA1429,Nuclear
KIAA1468,Cytosol
KIAA1522,Secretory
KIAA1524,Cytosol
KIAA1551,Secretory
KIAA1598,Cytosol
KIAA1671,Secretory
KIAA1715,Secretory
KIAA2013,Secretory
KIDINS220,Secretory
KIF11,Cytosol
KIF13A,Cytosol
KIF13B,Cytosol
KIF14,Secretory
KIF15,Cytosol
KIF16B,Cytosol
KIF1B,Cytosol
KIF20A,Nuclear
KIF20B,Nuclear
KIF21A,Cytosol
KIF22,Nuclear
KIF27,Cytosol
KIF2A,Nuclear
KIF3A,Cytosol
KIF3B,Cytosol
KIF3C,Cytosol
KIF4A,Nuclear
KIF5B,Cytosol
KIF5C,Cytosol
KIFAP3,Cytosol
KIFC1,Nuclear
KIFC3,Cytosol
KIN,Nuclear
KITLG,Secretory
KLC1,Cytosol
KLC2,Cytosol
KLC3,Cytosol
KLC4,Cytosol
KLF13,Nuclear
KLF3,Nuclear
KLHDC4,Cytosol
KLHDC9,Cytosol
KLHL11,Cytosol
KLHL15,Cytosol
KLHL20,Cytosol
KLHL21,Cytosol
KLHL22,Cytosol
KLHL25,Cytosol
KLHL26,Cytosol
KLHL36,Cytosol
KLHL42,Cytosol
KLHL5,Cytosol
KLHL9,Cytosol
KLKB1,Cytosol
KLRG2,Secretory
KMT2A,Nuclear
KMT2C,Nuclear
KMT2D,Nuclear
KMT2E,Nuclear
KNG1,Cytosol
KNOP1,Nuclear
KNSTRN,Cytosol
KNTC1,Cytosol
KPNA1,Cytosol
KPNA2,Cytosol
KPNA3,Cytosol
KPNA4,Cytosol
KPNA6,Cytosol
KPNB1,Cytosol
KPTN,Cytosol
KRAS,Secretory
KRI1,Nuclear
KRR1,Nuclear
KRT23,Mitochondria
KRT72,Nuclear
KRT73,Nuclear
KRT80,Cytosol
KRT84,Nuclear
KRT9,Secretory
KRTCAP2,Secretory
KRTCAP3,Secretory
KSR1,Cytosol
KTI12,Cytosol
KTN1,Secretory
KXD1,Secretory
KYNU,Cytosol
L1CAM,Secretory
L2HGDH,Mitochondria
L3HYPDH,Cytosol
L3MBTL2,Nuclear
L3MBTL3,Nuclear
LACC1,Cytosol
LACE1,Mitochondria
LACTB,Secretory
LACTB2,Cytosol
LAD1,Nuclear
LAMA3,Secretory
LAMA5,Secretory
LAMB1,Secretory
LAMB2,Secretory
LAMB3,Secretory
LAMC1,Secretory
LAMC2,Secretory
LAMP1,Secretory
LAMP2,Secretory
LAMTOR1,Secretory
LAMTOR2,Secretory
LAMTOR3,Secretory
LAMTOR4,Secretory
LANCL1,Cytosol
LANCL2,Cytosol
LAP3,Cytosol
LAPTM4A,Secretory
LARP1,Nuclear
LARP1B,Nuclear
LARP4,Secretory
LARP4B,Nuclear
LARP7,Nuclear
LARS,Cytosol
LARS2,Mitochondria
LAS1L,Nuclear
LASP1,Cytosol
LATS1,Cytosol
LATS2,Cytosol
LBP,Nuclear
LBR,Secretory
LCA5,Cytosol
LCLAT1,Secretory
LCMT1,Cytosol
LCMT2,Cytosol
LCOR,Nuclear
LCP1,Cytosol
LDB1,Nuclear
LDHA,Cytosol
LDHB,Cytosol
LDHD,Mitochondria
LDLR,Secretory
LDOC1,Cytosol
LEF1,Nuclear
LEMD2,Secretory
LEMD3,Nuclear
LENG1,Nuclear
LEO1,Nuclear
LEPRE1,Secretory
LEPROT,Secretory
LEPROTL1,Secretory
LETM1,Mitochondria
LETMD1,Mitochondria
LFNG,Secretory
LGALS1,Cytosol
LGALS3,Cytosol
LGALS3BP,Secretory
LGALS8,Secretory
LGALSL,Cytosol
LGMN,Nuclear
LHFPL2,Secretory
LHPP,Cytosol
LIAS,Mitochondria
LIG1,Nuclear
LIG3,Nuclear
LIG4,Cytosol
LIMCH1,Nuclear
LIMD1,Cytosol
LIMD2,Cytosol
LIMK1,Cytosol
LIMK2,Cytosol
LIMS1,Cytosol
LIN37,Nuclear
LIN52,Nuclear
LIN54,Nuclear
LIN9,Nuclear
LINGO1,Cytosol
LIPA,Secretory
LIPE,Cytosol
LLGL1,Cytosol
LLGL2,Secretory
LLPH,Nuclear
LMAN1,Secretory
LMAN2,Secretory
LMAN2L,Secretory
LMBR1,Secretory
LMBRD1,Secretory
LMBRD2,Secretory
LMCD1,Cytosol
LMF1,Secretory
LMNA,Nuclear
LMNB1,Nuclear
LMNB2,Nuclear
LMO7,Mitochondria
LMTK2,Secretory
LNPEP,Secretory
LNX1,Cytosol
LNX2,Cytosol
LOH12CR1,Secretory
LONP1,Mitochondria
LONP2,Secretory
LONRF2,Cytosol
LOXL1,Secretory
